Country,Year,House Price Index,Rent Index,Affordability Ratio,Mortgage Rate (%),Inflation Rate (%),GDP Growth (%),Population Growth (%),Urbanization Rate (%),Construction Index
USA,2015,117.45401188473625,116.55000144869413,9.587945476302647,4.493292420985183,1.5141211628758373,-0.7520438373103788,-0.7967073574113019,85.98528437324805,118.0892009394567
USA,2016,150.80725777960456,51.44091460070617,11.72918866945795,5.662213204002109,1.8802042194087951,-0.545400262343195,-0.35808421551298164,69.12726728878613,111.98051453057903
USA,2017,123.19450186421157,70.38603981386294,8.506676052501415,2.1974693032602093,2.398940215478918,0.9308947463495336,0.5962449447596256,83.55527884179041,85.97390257266878
USA,2018,131.42344384136118,91.46901982034296,3.4180537144799796,4.537724259507192,1.6084068039673949,-1.4795872561177639,2.3210993803866664,88.96896099223679,134.6717878493169
USA,2019,110.46137691733708,56.83704798044687,9.158097238609411,3.7007624686980067,1.2932485264910625,1.9614152808901615,-0.8796401760967356,87.27961206236347,90.70239852800135
USA,2020,146.2522284353982,71.81977532625876,7.680612190600297,4.233551396716399,1.7015539609159258,5.7566770221164685,1.712964881763901,88.18496824692568,141.5861880342119
USA,2021,139.78999788110852,114.53119645161817,3.7964325184672756,2.479914312095726,0.7939773779184974,0.6026426461061147,0.360370513913187,68.14047095321688,136.29900073215435
USA,2022,115.67533266935894,69.66541567811666,7.884264748424236,2.204621124873813,5.714280374901258,-1.4035948505618334,2.4541042781018105,83.16734307889972,85.89725452273379
USA,2023,80.55221171236025,107.0822999918384,9.361716094628555,5.145035840204937,5.513257253458647,-1.4076427861272771,0.2546300499049541,63.47607178575389,139.04827407004748
USA,2024,142.3298126827558,73.16286173968544,3.572025152574213,3.054911608578311,2.613691593173856,3.8368494267045126,1.231451149743246,86.6163822772898,107.77719401295595
Canada,2015,91.95942459383016,99.92713510560965,9.847065437552077,4.306385987847481,5.5112866697046465,1.950364770915126,0.8295649028369791,72.82623055075649,72.03353013952761
Canada,2016,90.78914269933044,52.200042998071396,8.727693701374022,3.0717799053816335,3.805709492570568,5.260531791408744,-0.12747719797893775,72.31148769106889,130.44409108344388
Canada,2017,102.87981654916224,55.38859368801551,5.607763076223913,2.306106436270022,6.543034740226725,4.464963036515336,1.216913147786482,86.14381770563153,134.29376615192916
Canada,2018,98.65700588860358,112.47912989429844,7.854080177240856,5.537200775820312,6.324593449502706,0.544027799774911,-0.6148182641531313,66.83805487625825,104.16862309010051
Canada,2019,161.80147659224932,110.25114082794404,3.0625691747807164,4.053736512887829,3.2131715204670632,-0.223137516234158,-0.5804712143321102,70.12845514210883,145.43277631300154
Canada,2020,112.32029320207553,86.31534352203562,9.3271706300566,3.31814801189647,6.8165835376862445,5.69957835953689,-0.11876196461122546,74.91745517677157,94.07026478534158
Canada,2021,108.48404943774676,52.582086314817296,8.486079005819072,4.0133951161443076,0.8346118831249307,0.22917171389289148,2.178930600883288,67.18685672000917,81.59158976729785
Canada,2022,128.9452760277563,118.99553178774205,5.178497443603504,4.860677737029393,5.450527499636665,-0.09889964806080265,1.5487572201415087,71.03349398157759,120.58446644748636
Canada,2023,143.35297107608946,87.50422788523309,3.8126079304896745,5.67651247794619,2.585070422316283,-0.5078519168011661,-0.8572870045583263,77.72678829564725,124.2051489473826
Canada,2024,81.65878289278561,85.84651408094967,5.038461976781441,4.725863952047249,1.6333817885324444,3.5275019048197276,0.35357371205188093,88.10189966210203,81.00167553167947
UK,2015,114.10663510502584,57.943146486841236,11.322242564507064,5.886696766904905,2.1766205801485112,3.2798723682734323,1.8602777007042555,76.65602434798387,112.37204626848052
UK,2016,104.18522909004517,56.51719374641294,11.074941821579941,6.002090285816652,4.6151594722762415,0.7122383283896054,0.22223351114431322,81.77867036610718,141.76882079620617
UK,2017,168.70864242651174,104.59128821003367,8.77828481538859,1.920699824975244,1.5505866416149896,5.188433508216634,1.122501708808565,60.27591154849889,78.11772342928256
UK,2018,146.3501769108056,50.354310869235306,4.447272462757487,4.243668946832931,4.9973187850025065,3.2156900760208043,-0.2150574168880408,81.36537664042608,88.97992699974401
UK,2019,112.53996981592678,102.25439835826168,8.846696091424931,5.74611705247089,4.774483799952232,2.546468826683773,-0.6721383126016763,71.03147409178301,91.21618941453804
UK,2020,104.39896433790835,118.11073883267119,6.537879522000844,5.960232775885567,4.602401068982209,4.358490428333187,0.7592298258681724,77.30711653879078,109.4014155055091
UK,2021,99.52429877980445,100.57164806830536,5.526951261967702,1.6215798321572692,4.695569923396591,-0.5831145647436085,2.2916050452352,88.61785731007762,143.18915121763587
UK,2022,117.01587002554444,51.08196315702072,11.354867063289529,3.6409207415865716,6.783256323783852,5.708959816714023,1.9855330941357603,68.83346676208757,100.80781828815402
UK,2023,165.1136671516857,72.18454036093944,4.525434720174832,4.284006312291751,6.585006032045076,3.568238373399784,0.9952140953127775,62.915294813123054,119.20057813593358
UK,2024,179.00538501042632,59.80588106655668,7.664966871273631,5.886865359639777,5.314996015402329,3.576125927962144,1.4586942939548826,70.78473453659265,93.48734754115947
Germany,2015,160.93611554785136,106.70793762754266,10.803650867220934,6.066202762782357,3.823725592596096,2.012130357497597,1.794033126383713,79.49891792333295,126.15735018061628
Germany,2016,159.5792669436101,112.30037392722964,6.041956411663822,3.37791476319972,1.1108826089656485,2.626241127969392,-0.8742020417114027,73.96794054397381,113.41157077660613
Germany,2017,108.65412521282843,91.35832823983075,3.274502249451445,1.686740943746072,5.846903644287779,0.8815251312901031,-0.5552882057184032,75.66729780164414,131.59948424788888
Germany,2018,101.58210274968431,93.60233330733001,3.768127184943912,1.7584086058430386,3.953805105192962,2.325080972880852,1.2310046552437228,81.78274001167985,148.06816635700278
Germany,2019,131.63003483011954,72.60695310588721,10.156675752918332,2.854161256310371,3.3533142345866347,-1.3723489492618723,-0.9112723980458988,88.87945244033776,136.87840964097649
Germany,2020,149.5974206093698,78.62670610899889,4.559648880637612,2.2821852133554303,2.12657883806987,2.3938133176489638,1.5010857294502182,79.80592130153194,92.39471175567543
Germany,2021,175.4865280663194,101.65278416870379,7.989186472602606,4.558603731171761,3.2274004057806343,-0.01815208399074031,0.24590437527941544,82.73538331393107,71.15147909038046
Germany,2022,91.60726405069163,53.22018494152269,3.366559220870731,5.777302920055036,5.073776085970154,1.7933906326986016,-0.6575804377214949,74.74847625350498,107.87774166244526
Germany,2023,97.32018699100152,80.36961544665812,6.586542609576361,4.579250490261082,4.628108730639685,-1.6375679218236439,0.31114415119264915,78.7757974714271,110.25090068640702
Germany,2024,165.64898411883223,96.10855421332616,4.466409843732867,1.852843737002149,4.675725308341051,-1.7879095156670255,1.0502145344571217,88.20690724274873,116.03793423007032
France,2015,118.8169926206522,95.03017529096472,7.12427601442365,4.228083946579675,6.619521257047413,1.088821102406194,2.3641669733837,87.16051925868192,85.66329078314371
